,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
56,False,/hEUigxkQ6JTsKDUab8TL8trGOAc.jpg,[10764],154521,['US'],en,The Kardashians,"The family you know and love is here with a brand new series, giving an all-access pass into their lives. Kris, Kourtney, Kim, Khloé, Kendall, and Kylie bring the cameras back to reveal the truth behind the headlines. From the intense pressures of running billion-dollar businesses to the hilarious joys of playtime and school drop-offs, this series brings viewers into the fold with a rivetingly honest story of love & life in the spotlight.",111.378,/q1tKB9Wd88GIIfUYFgyh0PQXOCv.jpg,2022-04-14,The Kardashians,8.6,2006
57,False,/tMY7rx81DtuKIAuPmKEkIl5FFMX.jpg,"[16, 35, 10759, 10765]",79141,['CN'],zh,刺客伍六七,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",75.278,/nuovZ11MA2pHx6xQVpOFc6Jl1V0.jpg,2018-04-25,Scissor Seven,8.582,591
58,False,/gmECX1DvFgdUPjtio2zaL8BPYPu.jpg,"[16, 10759, 10765]",95479,['JP'],ja,呪術廻戦,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",573.009,/fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg,2020-10-03,Jujutsu Kaisen,8.579,3194
59,False,/dJ8yrSokdTMnhKJw06MllSfCegb.jpg,"[16, 35, 18]",83121,['JP'],ja,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.",179.329,/5khbC6AuNgnvnoDbjIMKCOhEtIc.jpg,2019-01-12,Kaguya-sama: Love Is War,8.577,684
60,False,/jwAUfgwFEzMYUh3lUht8VBB1SU7.jpg,"[16, 35, 18]",77721,['JP'],ja,３Ｄ彼女　リアルガール,"Tsutsui Hikari (a.k.a ""Tsuttsun"") is a high school student who is content with his virtual life of anime and video games. One day, he gets stuck cleaning the pool with Iroha, a real live girl who is stylish, sassy and known to be easy with boys ... and she aggressively approaches him! Tsuttsun, who has few friends and lives in his own world, finds himself smitten by the confident and wild Iroha ... and his whole world is turned upside down!! It's the awkward and pure love story of a boy who experiences relationship for the first time.",27.837,/3UmNynM1YXkYylyontGXPHncjOC.jpg,2018-04-04,Real Girl,8.575,425
61,False,/eGfqlVKRhADPB0jqJxu74IWBTpW.jpg,[35],2316,['US'],en,The Office,"The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",805.055,/7DJKHzAi83BmQrWLrYYOqcoKfhR.jpg,2005-03-24,The Office,8.574,3766
62,False,,"[10765, 18]",12313,['CA'],en,Shadow Hunter,"A documentary series about the paranormal, hosted by Darryll Walsh, a ghost hunter, best-selling author and doctor of parapsychology.",13.852,,2005-12-08,Shadow Hunter,8.573,917
63,False,/moTJDVjvgoYUxFrBbzBQwg35NyA.jpg,[16],98214,['MX'],es,Villanos,"Follow the misadventures of the Black Hat Org. with evil handyman Black Hat and his less evil aides Dr. Flugslys, Demencia, 5.0.5, Cam Bot, and Penumbra.",23.948,/uKtxJqOeB74Lm6ZNCyEqMaFlXbp.jpg,2017-05-15,Villainous,8.572,297
64,False,/eKu4zq639EeSVGu5xWPPHKzju66.jpg,"[16, 35, 18]",67389,['JP'],ja,ゴールデンタイム,"Banri Tada is a freshman at a Tokyo law school. After an accident, he suffers severe memory loss. Despite the incident, he befriends fellow freshman, Mitsuo Yanagisawa, which leads him to the beautiful, yet obsessive, Kouko Kaga.",74.282,/heCpefPuxekDMofvR6juY2cCew6.jpg,2013-10-03,Golden Time,8.571,523
65,False,/mkmlUSTmOb2LI5A6aU1gHaRDElG.jpg,[18],333,['KR'],ko,대장금,Orphaned Jang-geum becomes the first female physician in the Joseon Dynasty and her determination is tested when people around her start showing their true faces.,50.968,/oiDr9sZPluqKJH8o0vuX5Dh61dh.jpg,2003-09-15,Jewel in the Palace,8.571,224
66,False,/5DUMPBSnHOZsbBv81GFXZXvDpo6.jpg,"[16, 10759, 10765]",114410,['JP'],ja,チェンソーマン,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.",209.672,/npdB6eFzizki0WaZ1OvKcJrWe97.jpg,2022-10-12,Chainsaw Man,8.571,1458
67,False,/qHYdWT5NYqtlYpvQKOqZaq2mTrk.jpg,"[10759, 16, 10765]",105248,['JP'],ja,サイバーパンク：エッジランナーズ,"In a dystopia riddled with corruption and cybernetic implants, a talented but reckless street kid strives to become a mercenary outlaw — an edgerunner.",116.983,/7jSWOc6jWSw5hZ78HB8Hw3pJxuk.jpg,2022-09-13,Cyberpunk: Edgerunners,8.567,1135
68,False,/3yEHM2HT2vrUtO93YzTJNgEfiZG.jpg,"[18, 35]",94796,['KR'],ko,사랑의 불시착,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",97.736,/1poZDh8kVEVHkDSFpuOT6xHdxdz.jpg,2019-12-14,Crash Landing on You,8.6,615
69,False,/4u64tHtUkna1y4OkJcrXLEhhLLy.jpg,"[16, 35, 18]",110070,['JP'],ja,ホリミヤ,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?",120.239,/iSOKGl5KIeOCAtigUDCfFZe2cOi.jpg,2021-01-10,Horimiya,8.566,857
70,False,/nqtLRhsa03iY82jbDsAkGEa9Pdz.jpg,[10764],77696,['KR'],ko,달려라 방탄!,"Run BTS! is a variety web series starring BTS, broadcasting intermittent for free viewing on Weverse and YouTube, was formerly offered weekly for free viewing on V LIVE.",90.849,/guNo600nrTIIh88C9i6HFlCAhE.jpg,2015-08-01,Run BTS!,8.569,346
71,False,/5IpJOGP0HAuwm9zwjt4NyqKe9oc.jpg,"[16, 10765, 10759]",35790,['JP'],ja,カードキャプターさくら,"Sakura Kinomoto, an elementary school student who discovers that she possesses magical powers after accidentally freeing a set of magical cards from the book they had been sealed in for years. She is then tasked with retrieving those cards in order to avoid an unknown catastrophe from befalling the world.",123.213,/4KWM7glMkjKuYK7WY5VFTZScveN.jpg,1998-04-07,Cardcaptor Sakura,8.565,674
72,False,/eDNJVnvhB4BZ3jy5twiME9yrZYD.jpg,"[35, 18]",89901,['US'],en,Dickinson,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world’s greatest poet.",112.21,/dDdcAfHBZ6Aalv53iR6o35CSLWA.jpg,2019-11-01,Dickinson,8.563,878
73,False,/fFA3I1ArhfTZptG1NDkhrFIjrDz.jpg,"[16, 18, 10759, 9648, 80]",80564,['JP'],ja,バナナフィッシュ,"Nature made Ash Lynx beautiful; nurture made him a cold ruthless killer. A runaway brought up as the adopted heir and sex toy of ""Papa"" Dino Golzine, Ash, now at the rebellious age of seventeen, forsakes the kingdom held out by the devil who raised him. But the hideous secret that drove Ash's older brother mad in Iraq has suddenly fallen into Papa's insatiably ambitious hands—and it's exactly the wrong time for Eiji Okamura, a pure-hearted young photographer from Japan, to make Ash Lynx's acquaintance.",96.445,/d2TW5Rtd0uCasHlQygsDfWCROl2.jpg,2018-07-06,Banana Fish,8.6,816
74,False,/l0XvAI856XdyDYEfr1njztjH7u0.jpg,"[16, 35, 9648, 10765, 10762]",40075,['US'],en,Gravity Falls,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",428.43,/evxXr4OCH2YvhB8VchgDuArSyw0.jpg,2012-06-15,Gravity Falls,8.563,2690
75,False,/1lL1ts7dzTUp0eOTHvMqfw6zFJn.jpg,"[16, 10759, 10765]",86034,['JP'],ja,ありふれた職業で世界最強,"Hajime Nagumo and his high school class are suddenly summoned to a fantastical land as heroes. But while most of his classmates have powerful stats and abilities, Hajime does not. Underappreciated and unprepared, he tumbles into the depths of a monster-infested dungeon where voracity and sacrifice are his only options. To thrive in this savage world, he’ll have no choice but to welcome the abyss.",21.331,/kB9tdE00Z5zWIJQux1jiYvRyPIC.jpg,2019-07-08,Arifureta: From Commonplace to World's Strongest,8.562,540
76,False,/i987SrMmgf7hk3EYAARHZ4q4KvX.jpg,"[18, 10765, 10768]",66433,['KR'],ko,달의 연인 - 보보경심 려,A story of a 25-year old Go Ha-jin who is transported back in time to the Goryeo Dynasty. She then wakes up in the body of Lady Hae-soo and finds herself amongst the ruling princes of the Wang Family.,61.466,/pAXjnHSmBidcCJzGuxEskeCZV7r.jpg,2016-08-29,Scarlet Heart: Ryeo,8.6,485
77,False,/7gbmM2NWcqZONbp65HUWDf4wr0Q.jpg,"[16, 18]",88040,['JP'],ja,ギヴン,"Tightly clutching his Gibson guitar, Mafuyu Satou steps out of his dark apartment to begin another day of his high school life. While taking a nap in a quiet spot on the gymnasium staircase, he has a chance encounter with fellow student Ritsuka Uenoyama, who berates him for letting his guitar's strings rust and break. Noticing Uenoyama's knowledge of the instrument, Satou pleads for him to fix it and to teach him how to play. Uenoyama eventually agrees and invites him to sit in on a jam session with his two band mates: bassist Haruki Nakayama and drummer Akihiko Kaji.",44.321,/lTP5yFKt2wzv8vM4EheNgIejEVu.jpg,2019-07-12,Given,8.558,717
78,False,/71dyVj15t9POfVQQdmO5Rx1MiGP.jpg,"[10765, 16, 10759]",9302,['JP'],ja,デジモンテイマーズ,"A group of 12-year-old fans of the Digimon card game meet their own Digimon friends and start to duel ""bio-emerging"" Digimon who cross the barrier between the information network and their world.",54.757,/uEs5GRuibXsSnAH2Hr0DiWupyzb.jpg,2001-04-01,Digimon Tamers,8.558,320
79,False,/qFYDJUIFh8zgEDy3EvnHwhgOl0S.jpg,"[16, 35, 18]",61222,['US'],en,BoJack Horseman,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",380.835,/pB9L0jAnEQLMKgexqCEocEW8TA.jpg,2014-08-22,BoJack Horseman,8.557,2233
80,False,/1nfIEJu02Zhv9omTKkzwHnK8Dji.jpg,"[99, 10759, 10751]",74313,['GB'],en,Blue Planet II,There is nowhere more powerful and unforgiving yet more beautiful and compelling than the ocean. Join us and explore the greatest yet least known parts of our planet.,34.943,/j1NsoYYDYHnPkRr7Enqr8tlexgO.jpg,2017-10-29,Blue Planet II,8.556,233
81,False,/xXY9WxE3KxwxftTmJIU8LwY5ojD.jpg,"[16, 10759]",83100,['JP'],ja,どろろ,"A samurai lord has bartered away his newborn son's organs to forty-eight demons in exchange for dominance on the battlefield. Yet, the abandoned infant survives thanks to a medicine man who equips him with primitive prosthetics—lethal ones with which the wronged son will use to hunt down the multitude of demons to reclaim his body one piece at a time, before confronting his father. On his journeys the young hero encounters an orphan who claims to be the greatest thief in Japan.",101.434,/jyFHtqYeVvc2A9nLhFGvM49xGPg.jpg,2019-01-07,Dororo,8.6,1075
82,False,/oggnxmvofLtGQvXsO9bAFyCj3p6.jpg,"[80, 18]",1438,['US'],en,The Wire,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",283.191,/4lbclFySvugI51fwsyxBTOm4DqK.jpg,2002-06-02,The Wire,8.554,2027
83,False,/AjwoDj77HLlqcpwEGqsnvMXm5my.jpg,[18],136283,['KR'],ko,더 글로리,"After a childhood marked by pain and violence, a woman puts a carefully planned revenge scheme in motion.",96.28,/uUM4LVlPgIrww07OoEKrGWlS1Ej.jpg,2022-12-30,The Glory,8.551,572
84,False,/9akE8Ql4HFv6piLvk21fcQl6Gsg.jpg,"[16, 10759, 10765]",31910,['JP'],ja,ナルト 疾風伝,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",271.999,/kV27j3Nz4d5z8u6mN3EJw9RiLg2.jpg,2007-02-15,Naruto Shippūden,8.553,7880
85,False,/de6iC707SwuMsE3y2fo5OHCOsvj.jpg,"[16, 10759, 10765, 18]",83095,['JP'],ja,盾の勇者の成り上がり,"Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero. Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world. But will he really find a way to overturn this desperate situation?",81.051,/yjq2n0agGJfmZQ9NpbYIhuBofcq.jpg,2019-01-09,The Rising of the Shield Hero,8.55,1232
86,False,/x6jWDL4H9TaBLGEvyej0qKiirBU.jpg,"[16, 35, 18]",61663,['JP'],ja,四月は君の嘘,"Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. Can the heartfelt sounds of the girl's violin lead the boy to play the piano again?",99.717,/nksFLYTydth9OYVpMuMbtOBkvMO.jpg,2014-10-10,Your Lie in April,8.549,899
87,False,/nQ0EZKbC2YtczfVLwyU5Hm9ESGe.jpg,"[9648, 10765, 16, 10751, 35]",61617,['US'],en,Over the Garden Wall,"Two brothers, Wirt and Greg, find themselves lost in the Unknown; a strange forest adrift in time. With the help of a wise old Woodsman and a foul-tempered bluebird named Beatrice, Wirt and Greg must travel across this strange land, in hope of finding their way home. Join them as they encounter surprises and obstacles on their journey through the wood.",62.807,/m3lU8n7WxzMecxKZcqhq5y5ESy.jpg,2014-11-03,Over the Garden Wall,8.549,1347
88,False,/gWPK2RIVJ6i3myf7Xdw8DqlznT8.jpg,"[16, 35, 18]",123249,['JP'],ja,その着せ替え人形は恋をする,"Wakana Gojo is a high school boy who wants to become a kashirashi--a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids--especially one girl, Marin Kitagawa--seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.",120.188,/A6mxBwvvv63JXZm3xXKv4SugE0L.jpg,2022-01-09,My Dress-Up Darling,8.546,592
